cik,company,form,date,filing_index_url
2007247,MVP LS FUND CDLXVI LLC,D,2024-08-27,https://www.sec.gov/Archives/edgar/data/2007247/000200724724000001/primary_doc.xml
2007250,MVP LS FUND CDLXXIII LLC,D/A,2024-08-20,https://www.sec.gov/Archives/edgar/data/2007250/000200725024000003/primary_doc.xml
2007419,1900 Elevate Music III 2023 Series (fund 1900 Direct Series LLC ),D/A,2024-07-30,https://www.sec.gov/Archives/edgar/data/2007419/000200741924000002/primary_doc.xml
2007608,"EATON SPV INVESTORS, LLC",D/A,2024-08-28,https://www.sec.gov/Archives/edgar/data/2007608/000200760824000003/primary_doc.xml
2007684,Illini Angels LLC - Series 2033,D,2024-07-16,https://www.sec.gov/Archives/edgar/data/2007684/000200768424000001/primary_doc.xml
2007788,Illini Angels LLC - Series 9619,D,2024-07-19,https://www.sec.gov/Archives/edgar/data/2007788/000200778824000001/primary_doc.xml
2007790,Illini Angels LLC - Series 8040,D,2024-07-24,https://www.sec.gov/Archives/edgar/data/2007790/000200779024000001/primary_doc.xml
2008548,MRC Aurora LLC,D/A,2024-07-24,https://www.sec.gov/Archives/edgar/data/2008548/000200854824000008/primary_doc.xml
2008548,MRC Aurora LLC,D/A,2024-07-31,https://www.sec.gov/Archives/edgar/data/2008548/000200854824000009/primary_doc.xml
2008548,MRC Aurora LLC,D/A,2024-08-05,https://www.sec.gov/Archives/edgar/data/2008548/000200854824000010/primary_doc.xml
2008778,Coyote Creek Development LLC,D/A,2024-07-09,https://www.sec.gov/Archives/edgar/data/2008778/000200877824000002/primary_doc.xml
2008883,HEALX II A SERIES OF VUVP FUND LLC,D/A,2024-07-17,https://www.sec.gov/Archives/edgar/data/2008883/000200888324000001/primary_doc.xml
2008883,HEALX II A SERIES OF VUVP FUND LLC,D,2024-07-16,https://www.sec.gov/Archives/edgar/data/2008883/000195448624000002/primary_doc.xml
2008959,"Heritage Cardiff, LLC",D/A,2024-07-23,https://www.sec.gov/Archives/edgar/data/2008959/000200895924000002/primary_doc.xml
2008972,Heritage Growth Fund LLC,D/A,2024-07-30,https://www.sec.gov/Archives/edgar/data/2008972/000200897224000002/primary_doc.xml
2009026,AGC1 - AC a Series of Aqua Platform Master LLC,D,2024-08-07,https://www.sec.gov/Archives/edgar/data/2009026/000200902624000001/primary_doc.xml
2009035,EVP1-FOCC a Series of Aqua Platform Master LLC,D,2024-08-07,https://www.sec.gov/Archives/edgar/data/2009035/000200903524000001/primary_doc.xml
2009526,Carolina FC LLC,D,2024-08-05,https://www.sec.gov/Archives/edgar/data/2009526/000183955224000003/primary_doc.xml
2009652,"PG Jackson Investors II, LLC",D/A,2024-07-03,https://www.sec.gov/Archives/edgar/data/2009652/000200965224000005/primary_doc.xml
2009652,"PG Jackson Investors II, LLC",D/A,2024-08-07,https://www.sec.gov/Archives/edgar/data/2009652/000201649124000011/primary_doc.xml
2009652,"PG Jackson Investors II, LLC",D/A,2024-09-06,https://www.sec.gov/Archives/edgar/data/2009652/000200502624000015/primary_doc.xml
2009672,First Floor US Housing Fund II LLC,D/A,2024-08-20,https://www.sec.gov/Archives/edgar/data/2009672/000200967224000002/primary_doc.xml
2009879,"S12 LENDER GROUP, LLC",D/A,2024-08-02,https://www.sec.gov/Archives/edgar/data/2009879/000200987924000001/primary_doc.xml
2009937,"S13 LENDER GROUP, LLC",D/A,2024-08-02,https://www.sec.gov/Archives/edgar/data/2009937/000200987924000002/primary_doc.xml
2010053,"Tudor McLeod Preferred Access Fund, LLC",D/A,2024-07-31,https://www.sec.gov/Archives/edgar/data/2010053/000201005324000004/primary_doc.xml
2010058,NBOT Labs LLC,D,2024-09-09,https://www.sec.gov/Archives/edgar/data/2010058/000201005824000002/primary_doc.xml
2010059,Private Equity Co-Investment Partners IV LLC,D,2024-07-09,https://www.sec.gov/Archives/edgar/data/2010059/000202945424000002/primary_doc.xml
2010066,Paerosol LLC,D,2024-09-25,https://www.sec.gov/Archives/edgar/data/2010066/000201006624000002/primary_doc.xml
2010207,Private Investor Club Feeder Fund 2022-G LLC,D/A,2024-07-26,https://www.sec.gov/Archives/edgar/data/2010207/000201020724000001/primary_doc.xml
2010323,"Heroic Ventures Growth Delta, LLC",D,2024-07-22,https://www.sec.gov/Archives/edgar/data/2010323/000201032324000001/primary_doc.xml
2010380,Private Investor Club Feeder Fund 2022-H LLC,D/A,2024-09-16,https://www.sec.gov/Archives/edgar/data/2010380/000201038024000001/primary_doc.xml
2010685,"Vistara Technology Growth Fund V, LLC",D,2024-07-30,https://www.sec.gov/Archives/edgar/data/2010685/000203093824000001/primary_doc.xml
2010814,Planck Holdings LLC - Series 1085,D,2024-08-05,https://www.sec.gov/Archives/edgar/data/2010814/000201081424000001/primary_doc.xml
2010886,FOODCOURT A SERIES OF MICROTRACTION HOLDINGS LLC,D,2024-08-13,https://www.sec.gov/Archives/edgar/data/2010886/000201088624000002/primary_doc.xml
2010937,"LCP Quantum Partners IV, LLC",D/A,2024-07-08,https://www.sec.gov/Archives/edgar/data/2010937/000201093724000002/primary_doc.xml
2011086,"Vintage 2024 Private Investments, LLC",D/A,2024-07-08,https://www.sec.gov/Archives/edgar/data/2011086/000101297524000264/primary_doc.xml
2011086,"Vintage 2024 Private Investments, LLC",D/A,2024-09-11,https://www.sec.gov/Archives/edgar/data/2011086/000101297524000391/primary_doc.xml
2011130,"GCOF IV Private Investors, LLC",D,2024-08-13,https://www.sec.gov/Archives/edgar/data/2011130/000101297524000319/primary_doc.xml
2011148,"Emergent Strategic Partner Investment Vehicle, LLC",D,2024-07-22,https://www.sec.gov/Archives/edgar/data/2011148/000201114824000012/primary_doc.xml
2011190,"Concurrent Series Feeder Fund, LLC - Growth Fund I",D,2024-09-24,https://www.sec.gov/Archives/edgar/data/2011190/000202649324000002/primary_doc.xml
2011281,BLVD Bella Vista L.L.C.,D,2024-09-04,https://www.sec.gov/Archives/edgar/data/2011281/000201128124000002/primary_doc.xml
2011413,Unity Growth Series Fund LLC - Fund 005,D,2024-07-01,https://www.sec.gov/Archives/edgar/data/2011413/000201141324000003/primary_doc.xml
2011792,"Series 11-1, a series of StartEngine Private LLC",D,2024-07-23,https://www.sec.gov/Archives/edgar/data/2011792/000201179224000001/primary_doc.xml
2011793,"Series 10-1, a series of StartEngine Private LLC",D,2024-09-13,https://www.sec.gov/Archives/edgar/data/2011793/000203513324000002/primary_doc.xml
2011823,"Series 12-1, a series of StartEngine Private LLC",D,2024-08-06,https://www.sec.gov/Archives/edgar/data/2011823/000201182324000001/primary_doc.xml
2011974,"ENTITLE FUND THREE, LLC",D/A,2024-09-17,https://www.sec.gov/Archives/edgar/data/2011974/000201197424000002/primary_doc.xml
2012532,Mr Sure Thing LLC,D/A,2024-07-11,https://www.sec.gov/Archives/edgar/data/2012532/000149315224026911/primary_doc.xml
2012555,"Heroic Ventures Growth Epsilon, LLC",D,2024-07-22,https://www.sec.gov/Archives/edgar/data/2012555/000201255524000001/primary_doc.xml
2012646,WAGMI 73 - WAGMI Master LLC,D/A,2024-07-05,https://www.sec.gov/Archives/edgar/data/2012646/000201264624000002/primary_doc.xml
2012689,ICECAP FUND III Q124 A SERIES OF VUCP FUND LLC,D/A,2024-07-25,https://www.sec.gov/Archives/edgar/data/2012689/000201268924000004/primary_doc.xml
2012736,TOUCHCAST A SERIES OF VUVP FUND LLC,D,2024-07-23,https://www.sec.gov/Archives/edgar/data/2012736/000201273624000001/primary_doc.xml
2012752,Gaingels Monarch 2024 LLC,D/A,2024-07-05,https://www.sec.gov/Archives/edgar/data/2012752/000201275224000003/primary_doc.xml
2012752,Gaingels Monarch 2024 LLC,D,2024-07-05,https://www.sec.gov/Archives/edgar/data/2012752/000201275224000001/primary_doc.xml
2012766,VERTICAL OCEAN A SERIES OF VUVP FUND LLC,D,2024-09-12,https://www.sec.gov/Archives/edgar/data/2012766/000201276624000001/primary_doc.xml
2012769,"Brookline SPV, LLC - Series F",D,2024-07-02,https://www.sec.gov/Archives/edgar/data/2012769/000201276924000001/primary_doc.xml
2012778,"Mad Timeless, LLC",D,2024-07-10,https://www.sec.gov/Archives/edgar/data/2012778/000201277824000001/primary_doc.xml
2012990,Cedar Adams Holdings LLC,D,2024-08-01,https://www.sec.gov/Archives/edgar/data/2012990/000201299024000001/primary_doc.xml
2013034,TSG Secondary Fund 5 LLC,D,2024-08-20,https://www.sec.gov/Archives/edgar/data/2013034/000201303424000001/primary_doc.xml
2013080,CMWA Private Equity 2024 LLC,D,2024-08-13,https://www.sec.gov/Archives/edgar/data/2013080/000201308024000005/primary_doc.xml
2013616,"Vault Storage Fund 1, LLC",D/A,2024-09-27,https://www.sec.gov/Archives/edgar/data/2013616/000201361624000002/primary_doc.xml
2013616,"Vault Storage Fund 1, LLC",D,2024-09-03,https://www.sec.gov/Archives/edgar/data/2013616/000201361624000001/primary_doc.xml
2013633,ABC-Bling4 a Series of Aqua Platform Master LLC,D,2024-08-07,https://www.sec.gov/Archives/edgar/data/2013633/000201363324000001/primary_doc.xml
2013633,ABC-Bling4 a Series of Aqua Platform Master LLC,D,2024-08-09,https://www.sec.gov/Archives/edgar/data/2013633/000201363324000002/primary_doc.xml
2013656,ABC-Bling4Opps a Series of Aqua Platform Master LLC,D,2024-08-07,https://www.sec.gov/Archives/edgar/data/2013656/000201365624000001/primary_doc.xml
2013710,Gaingels Early Stage Fund I LLC,D/A,2024-09-27,https://www.sec.gov/Archives/edgar/data/2013710/000201371024000005/primary_doc.xml
2013730,"SAKAL PRIVATE SERIES FUND SERIES 3, LLC",D/A,2024-08-07,https://www.sec.gov/Archives/edgar/data/2013730/000201373024000002/primary_doc.xml
2013730,"SAKAL PRIVATE SERIES FUND SERIES 3, LLC",D/A,2024-08-08,https://www.sec.gov/Archives/edgar/data/2013730/000201373024000003/primary_doc.xml
2013928,Genesis Tech Fund II LLC,D/A,2024-09-05,https://www.sec.gov/Archives/edgar/data/2013928/000201392824000005/primary_doc.xml
2014078,MVP LS FUND CDXCIX LLC,D,2024-09-12,https://www.sec.gov/Archives/edgar/data/2014078/000201407824000001/primary_doc.xml
2014081,MVP LS FUND CDLXXXVII LLC,D/A,2024-08-09,https://www.sec.gov/Archives/edgar/data/2014081/000201408124000002/primary_doc.xml
2014090,MVP LS FUND CDXCI LLC,D/A,2024-08-14,https://www.sec.gov/Archives/edgar/data/2014090/000201409024000002/primary_doc.xml
2014091,MVP LS FUND CDXCIII LLC,D,2024-07-05,https://www.sec.gov/Archives/edgar/data/2014091/000201409124000001/primary_doc.xml
2014092,MVP LS FUND DI LLC,D/A,2024-08-21,https://www.sec.gov/Archives/edgar/data/2014092/000201409224000002/primary_doc.xml
2014132,OKEANOS VENTURE PARTNERS II LLC-SERIES 118,D,2024-08-01,https://www.sec.gov/Archives/edgar/data/2014132/000201413224000001/primary_doc.xml
2014133,OKEANOS VENTURE PARTNERS II LLC-SERIES 119,D,2024-07-15,https://www.sec.gov/Archives/edgar/data/2014133/000201413324000001/primary_doc.xml
2014160,"Roers Income Fund II, LLC",D,2024-08-16,https://www.sec.gov/Archives/edgar/data/2014160/000201416024000001/primary_doc.xml
2014166,"Nassau Street Ventures Fund 7Q, LLC",D,2024-08-09,https://www.sec.gov/Archives/edgar/data/2014166/000201416624000001/primary_doc.xml
2014665,"Equitybee 22-15824, a Series of Equitybee cFund Master LLC",D/A,2024-07-01,https://www.sec.gov/Archives/edgar/data/2014665/000201466524000006/primary_doc.xml
2014750,Clout Fund LLC,D/A,2024-08-28,https://www.sec.gov/Archives/edgar/data/2014750/000201475024000003/primary_doc.xml
2014814,OPA Airspace Data SPV III LLC,D/A,2024-09-30,https://www.sec.gov/Archives/edgar/data/2014814/000201481424000003/primary_doc.xml
2015110,DCM Bain Capital Private Credit Fund LLC,D,2024-07-11,https://www.sec.gov/Archives/edgar/data/2015110/000201511024000001/primary_doc.xml
2015285,"CLP Investments, LLC",D,2024-07-15,https://www.sec.gov/Archives/edgar/data/2015285/000201528524000002/primary_doc.xml
2015285,"CLP Investments, LLC",D,2024-07-15,https://www.sec.gov/Archives/edgar/data/2015285/000201528524000003/primary_doc.xml
2015285,"CLP Investments, LLC",D,2024-07-15,https://www.sec.gov/Archives/edgar/data/2015285/000201528524000004/primary_doc.xml
2015285,"CLP Investments, LLC",D,2024-08-09,https://www.sec.gov/Archives/edgar/data/2015285/000201528524000005/primary_doc.xml
2015285,"CLP Investments, LLC",D,2024-08-09,https://www.sec.gov/Archives/edgar/data/2015285/000201528524000006/primary_doc.xml
2015429,"Coastal Hampton Go Store It Fund, LLC",D/A,2024-07-10,https://www.sec.gov/Archives/edgar/data/2015429/000201542924000003/primary_doc.xml
2015509,"Shopoff DHS Industrial Development Fund, LLC",D/A,2024-07-08,https://www.sec.gov/Archives/edgar/data/2015509/000201550924000013/primary_doc.xml
2015509,"Shopoff DHS Industrial Development Fund, LLC",D/A,2024-08-05,https://www.sec.gov/Archives/edgar/data/2015509/000201550924000014/primary_doc.xml
2015509,"Shopoff DHS Industrial Development Fund, LLC",D/A,2024-09-06,https://www.sec.gov/Archives/edgar/data/2015509/000201550924000015/primary_doc.xml
2015646,"Equitybee 22-24416, a Series of Equitybee cFund Master LLC",D/A,2024-09-03,https://www.sec.gov/Archives/edgar/data/2015646/000196719224000002/primary_doc.xml
2015647,"Equitybee 22-46775, a Series of Equitybee cFund Master LLC",D/A,2024-07-08,https://www.sec.gov/Archives/edgar/data/2015647/000202949724000002/primary_doc.xml
2015649,"Equitybee 22-24217, a Series of Equitybee cFund Master LLC",D/A,2024-07-17,https://www.sec.gov/Archives/edgar/data/2015649/000201564924000002/primary_doc.xml
2015649,"Equitybee 22-24217, a Series of Equitybee cFund Master LLC",D/A,2024-08-30,https://www.sec.gov/Archives/edgar/data/2015649/000203571124000003/primary_doc.xml
2015777,Fort Washington Core Plus Fixed Income (ERISA) LLC,D/A,2024-08-28,https://www.sec.gov/Archives/edgar/data/2015777/000201577724000002/primary_doc.xml
2015787,"Securities Lending Fund-B, LLC",D/A,2024-08-27,https://www.sec.gov/Archives/edgar/data/2015787/000156571224000007/primary_doc.xml
2015843,EquityZen Growth Technology Fund LLC - Series 1890,D,2024-09-03,https://www.sec.gov/Archives/edgar/data/2015843/000201584324000001/primary_doc.xml
2015888,EquityZen Growth Technology Fund LLC - Series 1894,D,2024-07-08,https://www.sec.gov/Archives/edgar/data/2015888/000202079624000002/primary_doc.xml
2016107,SEG Cielo Vista LLC,D,2024-07-18,https://www.sec.gov/Archives/edgar/data/2016107/000201610724000002/primary_doc.xml
2016194,SGA Invest LLC,D,2024-08-02,https://www.sec.gov/Archives/edgar/data/2016194/000201619424000001/primary_doc.xml
2016240,Braybrook ALF Holdings LLC,D,2024-09-12,https://www.sec.gov/Archives/edgar/data/2016240/000201624024000003/primary_doc.xml
2016464,BMC Growth Fund IV LLC,D,2024-09-09,https://www.sec.gov/Archives/edgar/data/2016464/000201646424000001/primary_doc.xml
2016465,BMC Growth Fund IV-A LLC,D,2024-09-09,https://www.sec.gov/Archives/edgar/data/2016465/000201646424000001/primary_doc.xml
2016491,"PSOF LO Sunnyvale Side Car, LLC",D/A,2024-07-01,https://www.sec.gov/Archives/edgar/data/2016491/000201649124000008/primary_doc.xml
2016491,"PSOF LO Sunnyvale Side Car, LLC",D/A,2024-07-16,https://www.sec.gov/Archives/edgar/data/2016491/000201649124000009/primary_doc.xml
2016491,"PSOF LO Sunnyvale Side Car, LLC",D/A,2024-08-07,https://www.sec.gov/Archives/edgar/data/2016491/000201649124000010/primary_doc.xml
2016491,"PSOF LO Sunnyvale Side Car, LLC",D/A,2024-08-21,https://www.sec.gov/Archives/edgar/data/2016491/000200927124000007/primary_doc.xml
2016634,GRANITE HYBRID FUND LLC,D,2024-07-05,https://www.sec.gov/Archives/edgar/data/2016634/000201663424000001/primary_doc.xml
2016687,"VIN-Holdings, LLC",D,2024-09-17,https://www.sec.gov/Archives/edgar/data/2016687/000201668724000005/primary_doc.xml
2016737,"Texas Triangle Land Fund, LLC",D/A,2024-07-03,https://www.sec.gov/Archives/edgar/data/2016737/000201673724000003/primary_doc.xml
2016774,"BIP Private Investors, LLC",D/A,2024-07-10,https://www.sec.gov/Archives/edgar/data/2016774/000194882824000005/primary_doc.xml
2016941,"APG Fund I, LLC",D/A,2024-07-16,https://www.sec.gov/Archives/edgar/data/2016941/000168316824004872/primary_doc.xml
2017002,"Wollaston Wealth Fund Management, LLC",D/A,2024-08-23,https://www.sec.gov/Archives/edgar/data/2017002/000201700224000002/primary_doc.xml
2017309,"PNC LIHTC Fund 95, LLC",D,2024-07-12,https://www.sec.gov/Archives/edgar/data/2017309/000201730924000001/primary_doc.xml
2017425,Tandem Ventures SPV III LLC,D,2024-09-11,https://www.sec.gov/Archives/edgar/data/2017425/000201742524000001/primary_doc.xml
2017433,"Tandem Ventures SPV IV (Ambia), LLC",D,2024-09-12,https://www.sec.gov/Archives/edgar/data/2017433/000201743324000001/primary_doc.xml
2017445,Litxchange LLC,D/A,2024-08-09,https://www.sec.gov/Archives/edgar/data/2017445/000109991024000292/primary_doc.xml
2017560,Rhino GP Fund II LLC,D/A,2024-07-02,https://www.sec.gov/Archives/edgar/data/2017560/000201756024000005/primary_doc.xml
2017561,Blue Owl HomeCourt Avian Co-Invest U.S. 2 LLC,D,2024-07-11,https://www.sec.gov/Archives/edgar/data/2017561/000203014424000001/primary_doc.xml
2017748,"Altera General Partner Ownership Fund, LLC",D/A,2024-07-02,https://www.sec.gov/Archives/edgar/data/2017748/000201774824000005/primary_doc.xml
2017748,"Altera General Partner Ownership Fund, LLC",D/A,2024-09-04,https://www.sec.gov/Archives/edgar/data/2017748/000201774824000006/primary_doc.xml
2017892,Masculen LLC,D/A,2024-09-04,https://www.sec.gov/Archives/edgar/data/2017892/000201789224000003/primary_doc.xml
2017983,Cerca Glenview LLC,D,2024-09-16,https://www.sec.gov/Archives/edgar/data/2017983/000201798324000001/primary_doc.xml
2018106,"Mica MaQro Preferred Equity 1, LLC",D,2024-07-10,https://www.sec.gov/Archives/edgar/data/2018106/000201810624000002/primary_doc.xml
2018108,Twenty plus One Beverage Group LLC,D,2024-08-14,https://www.sec.gov/Archives/edgar/data/2018108/000201810824000001/primary_doc.xml
2018169,Jules Pizza LLC,D,2024-07-15,https://www.sec.gov/Archives/edgar/data/2018169/000201816924000001/primary_doc.xml
2018184,"Brown Advisory Blackbird Investors 2, LLC",D,2024-07-11,https://www.sec.gov/Archives/edgar/data/2018184/000201818424000001/primary_doc.xml
2018204,SP VENTURE 1 A SERIES OF SMART PAIRING VENTURES LLC,D/A,2024-07-29,https://www.sec.gov/Archives/edgar/data/2018204/000201820424000002/primary_doc.xml
2018288,"Brown Advisory Blackbird Investors, LLC",D,2024-07-11,https://www.sec.gov/Archives/edgar/data/2018288/000201828824000001/primary_doc.xml
2018291,"Legacy Knight Capital Partners, LLC - SP Co-Invest Series",D,2024-07-29,https://www.sec.gov/Archives/edgar/data/2018291/000201829124000001/primary_doc.xml
2018313,Zenith Advisory Group Private Equity Fund IV LLC,D,2024-09-18,https://www.sec.gov/Archives/edgar/data/2018313/000201831324000001/primary_doc.xml
2018328,"Buon Company, LLC",D/A,2024-08-26,https://www.sec.gov/Archives/edgar/data/2018328/000201832824000002/primary_doc.xml
2018414,"ENCF MK MEK 06, LLC",D,2024-09-27,https://www.sec.gov/Archives/edgar/data/2018414/000201841424000002/primary_doc.xml
2018451,DVI LLC Series CS,D/A,2024-07-11,https://www.sec.gov/Archives/edgar/data/2018451/000201845124000005/primary_doc.xml
2018470,"GFG Venado, LLC",D/A,2024-08-19,https://www.sec.gov/Archives/edgar/data/2018470/000168316824005889/primary_doc.xml
2018470,"GFG Venado, LLC",D/A,2024-09-30,https://www.sec.gov/Archives/edgar/data/2018470/000168316824006757/primary_doc.xml
2018481,Modern AI LLC,D,2024-08-22,https://www.sec.gov/Archives/edgar/data/2018481/000201848124000001/primary_doc.xml
2018496,"INVESTX SERIES (SPX-U3), A SERIES OF INVESTX MASTER LLC",D/A,2024-07-03,https://www.sec.gov/Archives/edgar/data/2018496/000201849624000004/primary_doc.xml
2018531,EDJY LLC,D,2024-08-20,https://www.sec.gov/Archives/edgar/data/2018531/000201853124000003/primary_doc.xml
2018683,Houston Beverage Group LLC,D,2024-08-06,https://www.sec.gov/Archives/edgar/data/2018683/000201868324000001/primary_doc.xml
2018688,"Series One, A Series of Performance Marketing Investors LLC",D,2024-07-30,https://www.sec.gov/Archives/edgar/data/2018688/000201868824000001/primary_doc.xml
2018753,Platform Cohort 2025 LLC,D/A,2024-08-16,https://www.sec.gov/Archives/edgar/data/2018753/000201875324000002/primary_doc.xml
2018801,"KCG HoldCo, LLC",D/A,2024-08-09,https://www.sec.gov/Archives/edgar/data/2018801/000114036124036546/primary_doc.xml
2018850,"SOF XIII Private Investors, LLC",D/A,2024-07-08,https://www.sec.gov/Archives/edgar/data/2018850/000101297524000266/primary_doc.xml
2018917,"Madison Palm Coast Investors III, LLC",D,2024-07-01,https://www.sec.gov/Archives/edgar/data/2018917/000201891724000001/primary_doc.xml
2019092,"Copper Creek Holdings I, LLC",D,2024-07-08,https://www.sec.gov/Archives/edgar/data/2019092/000201909224000001/primary_doc.xml
2019092,"Copper Creek Holdings I, LLC",D,2024-07-16,https://www.sec.gov/Archives/edgar/data/2019092/000201909224000002/primary_doc.xml
2019141,SNK INVESTMENTS & CAPITAL FUND LLC,D,2024-07-05,https://www.sec.gov/Archives/edgar/data/2019141/000201914124000001/primary_doc.xml
2019230,"Niki Prescott, LLC",D,2024-07-31,https://www.sec.gov/Archives/edgar/data/2019230/000202717724000003/primary_doc.xml
2019253,"101MC, LLC",D,2024-07-03,https://www.sec.gov/Archives/edgar/data/2019253/000201925324000001/primary_doc.xml
2019397,"Norada Capital Ecommerce Fund I, LLC",D,2024-07-24,https://www.sec.gov/Archives/edgar/data/2019397/000201939724000001/primary_doc.xml
2019402,"EVOCATI TECH FUND II, LLC",D/A,2024-08-22,https://www.sec.gov/Archives/edgar/data/2019402/000201940224000001/primary_doc.xml
2019863,KIWI ISLAND PRODUCTIONS LLC,D,2024-07-01,https://www.sec.gov/Archives/edgar/data/2019863/000201986324000001/primary_doc.xml
2019984,PIC Feeder Fund 2024-B LLC,D/A,2024-07-26,https://www.sec.gov/Archives/edgar/data/2019984/000201020724000002/primary_doc.xml
2019985,PIC Feeder Fund 2024-A LLC,D/A,2024-09-16,https://www.sec.gov/Archives/edgar/data/2019985/000201998524000003/primary_doc.xml
2020168,"JVEP Fund, LLC",D,2024-07-01,https://www.sec.gov/Archives/edgar/data/2020168/000202016824000001/primary_doc.xml
2020201,EquityZen Growth Technology Fund LLC - Series 1906,D,2024-07-19,https://www.sec.gov/Archives/edgar/data/2020201/000202020124000001/primary_doc.xml
2020250,"Fund FG-BJM, a series of Forge Investments, LLC",D,2024-07-15,https://www.sec.gov/Archives/edgar/data/2020250/000202025024000002/primary_doc.xml
2020255,"SCALE, a series of ALEXTAR VC, LLC",D/A,2024-08-05,https://www.sec.gov/Archives/edgar/data/2020255/000202025524000003/primary_doc.xml
2020322,"TOG Alpha Fund I, LLC",D/A,2024-09-13,https://www.sec.gov/Archives/edgar/data/2020322/000202032224000004/primary_doc.xml
2020389,"Fund FG-JMM, a series of Forge Investments, LLC",D,2024-07-15,https://www.sec.gov/Archives/edgar/data/2020389/000202038924000002/primary_doc.xml
2020477,"BLONSKYS GOURMET, LLC",D,2024-08-29,https://www.sec.gov/Archives/edgar/data/2020477/000202047724000003/primary_doc.xml
2020538,BGI 14th Street LLC,D,2024-07-08,https://www.sec.gov/Archives/edgar/data/2020538/000202053824000002/primary_doc.xml
2020546,EquityZen Growth Technology Fund LLC - Series 1900,D,2024-09-25,https://www.sec.gov/Archives/edgar/data/2020546/000202054624000001/primary_doc.xml
2020623,EquityZen Growth Technology Fund LLC - Series 1902,D,2024-07-08,https://www.sec.gov/Archives/edgar/data/2020623/000202062324000001/primary_doc.xml
2020733,"Ridley Apartments, LLC",D,2024-07-03,https://www.sec.gov/Archives/edgar/data/2020733/000202073324000001/primary_doc.xml
2020796,EquityZen Growth Technology Fund LLC - Series 1907,D,2024-07-08,https://www.sec.gov/Archives/edgar/data/2020796/000202079624000001/primary_doc.xml
2020822,EquityZen Growth Technology Fund LLC - Series 1897,D,2024-08-26,https://www.sec.gov/Archives/edgar/data/2020822/000202082224000001/primary_doc.xml
2020824,EquityZen Growth Technology Fund LLC - Series 1911,D,2024-09-18,https://www.sec.gov/Archives/edgar/data/2020824/000202082424000001/primary_doc.xml
2020864,Heritage Wealth Fund LLC,D/A,2024-09-05,https://www.sec.gov/Archives/edgar/data/2020864/000202086424000002/primary_doc.xml
2021081,"PG EB5 Boone Lender, LLC",D,2024-08-21,https://www.sec.gov/Archives/edgar/data/2021081/000200927124000008/primary_doc.xml
2021222,EquityZen Growth Technology Fund LLC - Series 1896,D,2024-07-18,https://www.sec.gov/Archives/edgar/data/2021222/000202122224000001/primary_doc.xml
2021235,"Dover Street Fund XI Private Investors, LLC",D/A,2024-09-03,https://www.sec.gov/Archives/edgar/data/2021235/000202123524000002/primary_doc.xml
2021258,GigPay LLC,D,2024-09-11,https://www.sec.gov/Archives/edgar/data/2021258/000202125824000002/primary_doc.xml
2021266,Gates Mills Technologies LLC,D/A,2024-09-05,https://www.sec.gov/Archives/edgar/data/2021266/000137647424000493/primary_doc.xml
2021276,"Legacy Asset Debt Fund, LLC",D,2024-07-17,https://www.sec.gov/Archives/edgar/data/2021276/000202127624000001/primary_doc.xml
2021381,Long Angle Investments LLC - LATHR III 2024 SPV,D/A,2024-09-18,https://www.sec.gov/Archives/edgar/data/2021381/000202138124000005/primary_doc.xml
2021381,Long Angle Investments LLC - LATHR III 2024 SPV,D,2024-09-13,https://www.sec.gov/Archives/edgar/data/2021381/000202138124000004/primary_doc.xml
2021395,"Lucas Venture Group XLVI, LLC",D/A,2024-09-18,https://www.sec.gov/Archives/edgar/data/2021395/000202139524000002/primary_doc.xml
2021458,Autopilot Horizon III LLC,D,2024-08-16,https://www.sec.gov/Archives/edgar/data/2021458/000202145824000001/primary_doc.xml
2021512,HH Fund 2 LLC,D,2024-07-22,https://www.sec.gov/Archives/edgar/data/2021512/000089225124000070/primary_doc.xml
2021597,"C2N Diagnostics, LLC",D/A,2024-09-26,https://www.sec.gov/Archives/edgar/data/2021597/000202159724000002/primary_doc.xml
2021647,EquityZen Growth Technology Fund LLC - Series 1915,D,2024-07-17,https://www.sec.gov/Archives/edgar/data/2021647/000202164724000001/primary_doc.xml
2021648,EquityZen Growth Technology Fund LLC - Series 1914,D,2024-08-19,https://www.sec.gov/Archives/edgar/data/2021648/000202164824000001/primary_doc.xml
2021668,EquityZen Growth Technology Fund LLC - Series 1921,D,2024-09-18,https://www.sec.gov/Archives/edgar/data/2021668/000202166824000001/primary_doc.xml
2021682,EquityZen Growth Technology Fund LLC - Series 1918,D,2024-08-14,https://www.sec.gov/Archives/edgar/data/2021682/000202168224000001/primary_doc.xml
2021715,BIOFIRE A SERIES OF VUVP FUND LLC,D,2024-07-10,https://www.sec.gov/Archives/edgar/data/2021715/000202171524000001/primary_doc.xml
2021731,FIGURE AI A SERIES OF VUVP FUND LLC,D,2024-09-12,https://www.sec.gov/Archives/edgar/data/2021731/000202173124000001/primary_doc.xml
2021733,DR TREAT A SERIES OF VUVP FUND LLC,D,2024-09-11,https://www.sec.gov/Archives/edgar/data/2021733/000202173324000001/primary_doc.xml
2021779,FINLESS FOODS IV A SERIES OF VUVP FUND LLC,D,2024-07-22,https://www.sec.gov/Archives/edgar/data/2021779/000202177924000001/primary_doc.xml
